  0, 32
  0, 42
  0, 42
  1, 13
  1, 52
  2,  2
  3,  4
  3, 12
  3, 17
  3, 54
  4,  0
  4, 43
  5, 18
  6, 23
  7,  8
  7, 14
  7, 33
  7, 36
  7, 39
  7, 55
  8,  4
  8, 37
  8, 45
  8, 49
  8, 51
 10,  3
 10, 27
 10, 27
 10, 36
 11, 17
 11, 37
 11, 43
 14, 11
 14, 43
 15, 24
 15, 49
 18, 11
 18, 11
 18, 18
 18, 29
 18, 29
 18, 38
 18, 44
 18, 48
 20, 18
