SampleNo,Subject,UtteranceNo,TrueClass,weighted_PCA_feature,pca_component_1,pca_component_2,pca_component_3,pca_component_4,pca_component_5,pca_component_6,pca_component_7,pca_component_8,pca_component_9,pca_component_10,pca_component_11,pca_component_12,pca_component_13,pca_component_14,pca_component_15,pca_component_16,pca_component_17,pca_component_18,pca_component_19,pca_component_20,pca_component_21,pca_component_22,pca_component_23,pca_component_24,pca_component_25,pca_component_26,pca_component_27,pca_component_28,pca_component_29,pca_component_30,pca_component_31,pca_component_32,pca_component_33,pca_component_34,pca_component_35,pca_component_36,pca_component_37,pca_component_38,pca_component_39,pca_component_40,pca_component_41,pca_component_42,pca_component_43,pca_component_44,pca_component_45,pca_component_46,pca_component_47,pca_component_48,pca_component_49,pca_component_50,pca_component_51,pca_component_52,pca_component_53,pca_component_54,pca_component_55,pca_component_56,pca_component_57,pca_component_58,pca_component_59,pca_component_60,pca_component_61,pca_component_62,pca_component_63,mean_PCA
1.0,1.0,1.0,0,1.7015386723612047,-5.639779720664478,-0.06556768503183812,-3.2215867564841663,0.27536987289873166,-0.5585352519307364,-0.6074602202579127,-0.8347811814836259,2.037806550998017,-0.8459975897739355,0.11930826368967143,0.18732589424196136,2.0387950451994348,0.010546289024507625,-0.053824603206744176,1.0219805249564962,-1.3115212897165995,-0.06150491429982575,0.6903624091317605,0.5978714268674823,-0.7186294263678054,0.48597979975665145,-1.187318191463635,1.731194505806905,1.63482508442452,-2.2126870538411514,-1.6625611561688698,-2.0988079739064287,0.18736701690587398,-0.11843186710093535,-0.23034463005297393,2.6466734625157526,-0.3750478567635836,-0.16653634772194142,0.04332083764641002,0.09089275082223967,-0.34464043408029427,1.2135673166579535,-0.2636539968817619,-0.710009390789362,0.3071983444703656,0.41639999599115274,-0.1728924736025404,-0.1583822416214463,-0.9726298410301885,-0.08704516204126425,-0.23972990427892857,-0.22337687053942487,0.3324956429010489,-0.2526991727871289,0.6556684628338386,0.18227263735072777,-0.6851487006256963,0.07899949633314986,0.31862672419912136,-0.23661088070189007,-0.4720175665848222,0.3138993381169853,-0.7420082281440195,0.5079406702405413,-0.9535005865216337,-0.9126923714648169,0.37531913378696097,0.5803208553364346,-0.1611817685129328
2.0,1.0,2.0,0,1.919908602240214,-4.9175928614898,-2.0578935317671077,-3.9162500898218062,0.1670384308340884,-1.3559552919602527,-1.463103157965145,-1.1536673313026486,-0.12749335584706784,-0.9946015571630479,-1.1992696681741672,-0.31364837465721745,1.302973637980097,0.026588011607720625,-1.0973126939963544,0.012727831603448812,0.5342805901233689,-0.8825629411392255,1.0923070037182439,0.7038664170397655,0.13544987557360985,-1.2099160046925792,-1.0391068815042146,0.3583902511582236,-0.508498392292644,0.14223168337662243,0.24385366920528023,-0.43415812956090033,0.1923131113662531,-1.2692819783331426,0.38189199965840115,1.432064538187857,0.6499478326629726,-1.577426471309196,-0.22912876193658482,-0.15314820060372095,-0.1496348570724668,-0.3798528603742436,1.3993386367204366,-0.06277717296918671,-0.6186223941924095,-1.0617689868370965,0.4458571783597918,0.34368467583822665,0.7808197939497348,0.04973710693681645,-0.23213569822833258,-0.16197165519367843,-0.23768922518739913,-0.3318805324317128,-0.7989813391222976,-0.38991289401225204,0.3067240384892207,-0.7473777629182731,0.08427147355018624,0.13655370393639243,-0.07352694175604611,0.42815494227267525,0.37873797741928567,0.25078101746628484,0.08171970874528417,-0.09183831643804047,-0.2536467603868443,0.12360183819490955,-0.30165197026034235
3.0,1.0,3.0,0,2.184380560861477,-6.555420647655069,0.9067354339742248,-3.486740104532286,1.0017554648057454,-0.972535435868412,0.4329745189302865,-1.0252734642940466,2.05203196405335,3.198422875694345,-0.8507791354121406,-0.2773831029232289,1.4786093183098452,1.2492919877955946,3.4109175007746715,0.6806644711451766,-1.1612993589940679,1.418314754734041,-0.06434436691898462,-0.38624280453084486,-1.0212138502798773,-0.15045854202595288,-1.139909113846392,0.8294611562435749,1.9799054087072379,-1.2353876237646988,0.7741177265164111,0.24638742348964615,0.5529755669636497,-0.5406595693664302,-0.867286473714514,0.34449206695572177,0.14830395409406202,0.4327673377042824,0.3828540391780132,0.6965042385812823,-0.1799592418056575,-0.19947344566720446,0.7107669654632485,-0.401397937481887,0.935014845799299,-0.2155504667385639,0.7699769505378236,-0.3938207763355809,0.19036547747033328,0.030820590880505313,-0.293313738144247,-0.19779926425602726,-0.010948959194748887,-0.7809371058753686,0.2925844173867341,0.30143910008890035,0.05588713333487191,-0.6353117319302222,0.11558345961647881,-0.06647516040804126,0.395964026098743,-0.2550706932162845,-0.4888761790393224,0.39339335920823154,0.30510632261298304,-0.2598480842471892,-0.39328161295827857,-0.05951358861764468,0.03356059807978281
4.0,1.0,4.0,1,1.8054609539453543,-5.183163532475571,1.35578330480395,-3.1390985509023603,-0.48257366227780035,0.47833669055501,0.7333961223550362,1.3469334818775942,0.7224223284505051,-2.009315390325078,-0.642802912731757,0.4564761388535477,0.9485125117618124,0.5597637355041464,0.28018412179027646,0.47110589362084054,0.037049189125372806,0.8427220679203493,1.7807076522176546,0.0655647375395648,-0.339888557021739,-1.4759903505185124,0.574429614232909,-0.7402546941905803,1.1482479942916248,-1.4689296710878514,-0.3982201278024567,0.4765531391834368,-0.666718854536972,0.5365690673101985,-0.5239495810753254,-0.46175056929634595,1.3329377492191874,-0.05163861728692723,0.5139624750831491,0.21748134012162149,-0.5801459504669152,-0.51605833135526,-0.5555942071367218,-0.2519092324853035,0.041150420222080826,-0.3852777971655783,-0.7402702503921068,-0.3464420515774977,0.22304022879447896,0.579375197043695,-0.48121091706219943,-0.24562065986887424,-0.7065081351456346,-0.9617724801142699,-0.18671519720144703,0.3278712713996975,0.20885811128517684,0.6939602516496906,0.3916726030507797,-0.6791929065142129,0.38196684379007434,-0.9503416932177481,-0.5920122307480321,-0.006477105488896597,0.02956881322866046,-0.46112580520014324,0.5649726486190558,-0.05196788041358694,-0.12439628372160197
5.0,1.0,5.0,0,1.3984659197123537,-3.9409538848263326,-1.2732704848855267,-0.8864759107805571,0.9979901325161173,1.2768596724975279,-0.4679938038312243,0.557249165871327,-0.3829977137478674,-0.020935454227187494,0.9917790071346704,-1.1891704627967064,-0.34692520538957167,-1.224681647665975,0.14293758039876583,0.6041435293234163,-1.5701751253572231,0.3401971747122108,0.3081580507809441,0.19443993612917423,-0.7562988557986079,-1.4752241917090536,0.906448145355266,-0.5785966096517806,0.3200479393740752,1.3827190892910908,1.0952027747060877,0.25218641664637753,0.41944278306422567,-0.013536282064237104,-0.6720270814909983,-0.4018732409161406,-0.8668656478026847,-0.28036206733298,-0.026599032092220948,-0.11842904953711969,-1.4789232241377748,0.13926658432741923,-0.2586234245823884,-0.09028444079508256,-0.6640046348501344,1.1111323557719346,0.7720194243815933,-1.005183450255388,0.11663359831405169,0.7098329671976917,0.28425113997949236,-1.1940339986171233,-0.486598275182112,1.060183749793804,-0.920928259939944,1.3142925846800182,-0.12438539371039284,0.6942058512256226,-0.34060307792884,-0.4397396397660855,0.9912706897675614,-0.3717459779987038,0.8845315347087239,0.01528005583898449,-0.42373204810193443,0.4186437821898791,-0.5945616528417702,0.6083181946491221,-0.0933918021872577
6.0,1.0,6.0,0,3.00151549943769,-6.488984582825073,4.290847873180774,-0.8451886061626874,3.2415280375493243,4.426526578159773,-2.9358971675106296,-2.319286717365927,-1.2763525481658353,3.517547351350742,-1.057991600716455,-0.4225316436552048,0.4230208544125263,3.498842101726707,-2.584115788153249,-1.4951618631737542,0.6497106959286647,1.0480724804028103,-0.3872076575422693,0.026466964375038433,-1.465746087378312,-0.11828469549295259,1.2297523744872827,1.7861056681872023,1.2266098961518335,-1.4325452970237773,0.8902671930882757,0.2841600251047877,-1.622092432075516,0.5601983485875139,-1.6609086614514077,0.3181757850351633,0.07533077648577295,-0.34137383964588214,0.6364634138087862,0.1188425712259076,1.4571383497790351,-0.24624163447011868,0.7071907172759212,0.206357140102055,-0.1412234247874048,-0.3757961159933662,-0.5729276948627418,-0.6718662214306734,-0.2124565303539128,-0.9845404494709161,0.4614680945495985,0.27245202973321236,0.729942747558259,0.3224721874836751,0.09148916400683543,0.471234181572185,0.4415191509454607,0.753042487587938,0.1365210654470522,0.8486290752012515,0.23237098099077222,-0.1967146778230089,0.5117793304706153,-0.44827052321091354,0.22558212380693698,0.8186016967931687,0.21207350374301784,0.41524281153878234,0.11343545886082299
7.0,1.0,7.0,1,1.8995089789804516,-6.050904450632374,-1.7447527793949873,-2.7265782891272785,-0.399771887162697,-0.15298920106506153,-1.0520508520095309,-0.8948451271672123,0.3706034042641578,-0.22434980264508878,-0.10922810644349741,-0.6067028074263124,-0.05776049457400798,1.9371272458994762,0.026582170478045123,-0.1344279647554395,1.7275870142974545,0.8549118504316973,-1.1238654401150239,-0.05613547303444577,1.3880899203788755,-0.012368305043563363,-0.15430521906787129,0.1799114588875703,0.11613248269311083,-1.896757120729681,0.8472321638633207,-1.0264599837142971,-0.30344702668398743,-0.2710639377624472,0.22879849079055267,0.20663563987963504,0.46823368403098925,1.158592324105909,1.6895355340844966,-0.004509921972422066,-0.8439338707328587,0.7028385835857247,-0.32928997911611885,-0.35171016690804646,-0.2953984006791744,0.19154759707101884,-0.40235525854533727,0.16542595520181838,-0.6071396032908609,0.16980517701837342,0.41167901436759763,-0.17403903652728886,-0.41262791362055234,-0.836835018015168,0.8270953003631896,-0.5086428883305764,-0.9827769361842935,0.27232345743184566,0.32959153314452,-0.21582689603605024,0.39702242339664434,-0.3031553626729168,-0.9046342469826638,-0.4901411236695975,0.26859899953767763,0.14778028767758364,0.23573480265644092,-0.15001994865832544,-0.17956850507748945
8.0,1.0,8.0,1,1.9338674910385942,-4.831685173496268,-2.07266508295308,-2.4220732204337616,0.6925549193415006,2.2211904882932907,-1.8486891512611132,-1.1217932848487415,0.6959995566402685,-0.2024638900975678,1.1452355998658903,0.8152875376337778,-0.5364750608230537,2.0791068067982725,0.07763781340587365,1.1448515842341391,-1.7373772100259721,0.8423311551264286,1.6484759907346367,0.5595076724284026,-0.5501644979603666,0.32186109229171544,0.6987468803271336,-1.1568336766856744,0.19948846982407878,-2.1113150975951105,0.8355408560972852,-0.15253309353459477,0.14830995800935703,-0.13637478364524763,0.42446548238764553,-0.13173831196023025,0.36755806354577797,-1.7976016818762612,0.10012591087650632,-0.40236278590450125,-0.3619295309167619,0.3610504800836054,-0.030030910869145847,-0.9551967177174391,-0.10468403045306154,-0.1498536847866575,0.9222192352289238,0.20998015365870973,-0.6960141095673217,0.43719557674596177,-0.2611691807136554,-0.15461626512238838,0.3494274687846786,0.19480895659973366,0.19820829684811078,-0.0884194651535682,0.5464095230801019,0.8730705217768643,1.181173220622912,-0.6821395316440041,-0.43952311481748774,-0.8348717953877275,0.35107081216213787,-0.2691110195324874,0.38905201716367543,0.5978333251899809,-0.1928686937025751,0.36499280564973463,-0.06934071596919864
9.0,1.0,9.0,1,1.8126546271641395,-4.965918187284407,-2.0131296744442193,-1.129087528565405,1.5967269544445828,-0.4643009387043009,-1.661652864807596,-1.731383297146306,-1.335815826425075,0.632724528312403,-0.5435434539745525,-0.9756458990241378,1.432776804669662,0.039156684345259596,0.17711432578548664,-0.6140631109239821,1.127121350286225,-0.3677811354182593,0.26630634532060865,-0.5448992746311128,-0.3389183487283756,0.48732680509139725,-0.7612489764584256,0.9183120546076645,-0.13806582696130673,-0.2996484975202851,0.4028817207318732,0.26648918335723004,0.042874707998862414,-0.3738851057359537,-0.3482302694109378,-2.1510427541767108,1.4190454495864278,-0.4366068902900124,-0.5250706709252391,-0.7427663350362576,0.05409768945594891,-0.009172251993665984,-0.5217430186082047,0.6092183724450385,-0.5013136424656559,-0.11779192339753565,-0.78426891477565,0.26069244150176624,-0.017668973815414775,1.0006036465402206,0.9426509646385872,-0.4309705696680834,-0.10755488585244091,-0.3272871572516703,0.07995983603586938,0.057991519864463735,-0.38880196051241206,-0.24198066791533226,-0.044899961751078146,0.6746042828248304,-0.11526630139120286,0.29937652221314,-0.7905329418430969,0.5988763810557288,0.016896995529382897,0.3262109987618832,0.15612194684891695,0.5177525342070152,-0.19465698424021596
10.0,1.0,10.0,0,1.6002686871885323,-5.641517003908222,-0.3286792504258286,-2.807364615828143,-0.12483456413715245,-1.349599330896226,-0.17622116500727356,0.5174457636207738,-0.11582129919413182,-0.13058123800779547,-1.307410337760866,-0.599606815984531,0.4389430362734229,-0.354902600108886,0.6321702084277124,0.8472214992284957,-0.45847360723610825,0.48111420922759845,0.6040067463547828,0.043676519848249974,1.257455385665366,-0.976106847975906,-0.6136972629016542,-0.17157152600998965,-0.14166674889634254,0.20768896250221894,0.22894274792461286,0.3386752430324429,1.8314039643845474,-0.6648925392459517,-0.9572455896007648,-0.2948782761961945,-0.7821661385274127,-0.7441526398354298,1.4581427197654595,-0.18219901165966407,-0.18518321398066545,-0.284019244085137,-0.41109847242340614,-0.026624928586843084,0.6380927500312997,-0.3878736157768957,-0.059390839968513236,0.7090032259233492,-0.3503102032760718,-0.08641428123604072,0.753665716465593,-0.9435041351741543,1.649869554268312,-0.6516483734534518,0.2139406043016428,0.36438177736445526,-0.034314646222035936,0.6004775950825317,0.5988208823636917,-0.34994542174432175,0.3242125520291575,-1.4303079849043459,0.4957281130651266,-0.0634370505680037,0.006391549344667977,-0.19380439930739785,-0.26295233599305784,-0.5895089820892236,-0.1561321126818519
