0
221.0
233.0
240.0
345.0
361.0
384.0
385.0
395.0
396.0
408.0
420.0
434.0
456.0
475.0
481.0
486.0
496.0
500.0
502.0
504.0
516.0
521.0
582.0
788.0
920.0
1040.0
