SampleNo,Subject,UtteranceNo,TrueClass,feature_value_0,feature_value_1,feature_value_2,feature_value_3,feature_value_4,feature_value_5,feature_value_6,feature_value_7,feature_value_8,feature_value_9,feature_value_10,feature_value_11,feature_value_12,feature_value_13,feature_value_14,feature_value_15,feature_value_16,feature_value_17,feature_value_18,feature_value_19,feature_value_20,feature_value_21,feature_value_22,feature_value_23,feature_value_24,feature_value_25,feature_value_26,feature_value_27,feature_value_28,feature_value_29,feature_value_30,feature_value_31,feature_value_32,feature_value_33,feature_value_34,feature_value_35,feature_value_36,feature_value_37,feature_value_38,feature_value_39,feature_value_40,feature_value_41,feature_value_42,feature_value_43,feature_value_44,feature_value_45,feature_value_46,feature_value_47,feature_value_48,feature_value_49,feature_value_50,feature_value_51,feature_value_52,feature_value_53,feature_value_54,feature_value_55,feature_value_56,feature_value_57,feature_value_58,feature_value_59,feature_value_60,feature_value_61
1.0,1.0,1.0,0.0,30.756174087524414,0.3111923933029175,17.849058151245117,36.53078842163086,37.916954040527344,20.067895889282227,97.7781753540039,27.99666404724121,27.147510528564453,50.42319107055664,1.500769019126892,0.882020890712738,0.21759501099586487,1.0877434015274048,2.5693531036376953,2.3517580032348633,25.026397705078125,16.42042350769043,16.1874942779541,10.173632621765137,0.05549665167927742,1.7745457887649536,1.5973544120788574,0.943287193775177,5.753479480743408,1.4651654958724976,13.655890464782715,2.2452569007873535,30.53115463256836,0.6021990776062012,546.0070190429688,0.4049038589000702,1237.1671142578125,0.15311187505722046,-35.73872756958008,-1.5767768621444702,1652.11328125,0.21800445020198822,-43.92478942871094,-0.9540776014328003,2731.709716796875,0.09609433263540268,-48.19717025756836,-0.8305914402008057,-24.84547233581543,-0.4194793701171875,34.7354621887207,0.3189432919025421,0.0850745141506195,0.46444612741470337,-0.02530795708298683,-0.4464067220687866,-12.806916236877441,22.031740188598633,0.1025097593665123,-0.003144926158711314,4.878048896789551,2.5641026496887207,0.3499999940395355,0.2566450238227844,0.029999999329447746,0.0
2.0,1.0,2.0,0.0,37.507423400878906,0.07255087792873383,37.352176666259766,37.89908218383789,39.15345764160156,1.8012809753417969,51.29499435424805,4.2224884033203125,-22.623903274536133,37.06410598754883,1.2562789916992188,0.8165724277496338,0.2463478147983551,1.129048228263855,1.9396827220916748,1.693334937095642,23.963356018066406,11.102211952209473,24.16423797607422,7.838527679443359,0.0548216737806797,1.6650999784469604,1.6274179220199585,0.672945499420166,7.6951189041137695,0.6340526342391968,19.764562606811523,0.31875601410865784,29.413850784301758,0.2366957813501358,677.2913818359375,0.41225579380989075,1016.8062133789062,0.2371760457754135,-90.3627700805664,-0.8288270235061646,1832.3587646484375,0.2106817662715912,-75.42455291748047,-0.8779623508453369,2868.472900390625,0.12438506633043289,-76.79170989990234,-0.8463460803031921,-18.384366989135742,-0.7086765170097351,27.346872329711914,0.5259534120559692,0.11037608236074448,0.2554631233215332,-0.02534005604684353,-0.4995729625225067,4.220354080200195,4.792805194854736,0.12744171917438507,-0.005122894421219826,5.333333492279053,4.411764621734619,0.1599999964237213,0.06683312356472015,0.06499999761581421,0.03500000014901161
3.0,1.0,3.0,0.0,37.11092758178711,0.051498133689165115,35.361480712890625,36.1729621887207,39.47883605957031,4.1173553466796875,168.90013122558594,108.09719848632812,35.89962387084961,15.865941047668457,1.3884313106536865,0.762607991695404,0.3676950931549072,1.2038087844848633,2.1875452995300293,1.819850206375122,34.72654724121094,22.388643264770508,19.034343719482422,13.926974296569824,0.04217560961842537,0.5964325666427612,1.1919269561767578,0.7999137043952942,8.032763481140137,0.3846014440059662,10.070528984069824,1.350124478340149,19.596643447875977,0.3084888756275177,626.9402465820312,0.3004148602485657,1164.783935546875,0.20995120704174042,-52.95603561401367,-1.2346216440200806,1797.58642578125,0.13521860539913177,-57.676597595214844,-0.9277098178863525,2736.674560546875,0.07293543219566345,-58.273685455322266,-0.9057883024215698,-15.224652290344238,-0.6443942189216614,22.55784797668457,0.4113946259021759,0.10519170016050339,0.2590203881263733,-0.025715278461575508,-0.46615010499954224,-6.870093822479248,13.365462303161621,0.13038639724254608,-0.02044685371220112,6.451612949371338,5.357142925262451,0.14666666090488434,0.0946337953209877,0.02499999850988388,0.004999999888241291
4.0,1.0,4.0,1.0,36.7562370300293,0.046975284814834595,35.29230880737305,36.55888366699219,38.209190368652344,2.916881561279297,32.965702056884766,33.449283599853516,27.51310157775879,12.50997257232666,1.5937299728393555,0.7998107075691223,0.2802526354789734,1.393349528312683,2.639356851577759,2.3591041564941406,40.20561218261719,12.133851051330566,20.2568359375,16.574195861816406,0.04797413572669029,0.7334049940109253,1.3621560335159302,0.6825077533721924,8.35311222076416,0.3802505433559418,12.63949203491211,0.7011210918426514,24.684337615966797,0.34635287523269653,556.6377563476562,0.28063613176345825,1228.04443359375,0.1334557682275772,-24.93874740600586,-1.8550771474838257,1646.2919921875,0.16874194145202637,-37.2908821105957,-0.8923737406730652,2627.243896484375,0.09526336938142776,-38.69615936279297,-0.8168679475784302,-16.71705436706543,-0.5024815201759338,27.306394577026367,0.2838559150695801,0.1044183224439621,0.2797201871871948,-0.02201094478368759,-0.5572547316551208,-9.035945892333984,21.896011352539062,0.19114387035369873,-0.010108549147844315,5.769230842590332,2.1739132404327393,0.429999977350235,0.0,0.0,0.0
5.0,1.0,5.0,0.0,36.992794036865234,0.10341397672891617,36.31928634643555,38.04041290283203,38.9151496887207,2.5958633422851562,49.700626373291016,0.0,-4.137817859649658,10.880470275878906,1.6887503862380981,0.8561674952507019,0.18075138330459595,1.4492802619934082,2.7634963989257812,2.58274507522583,40.12178039550781,16.142858505249023,32.34367752075195,18.69450569152832,0.061383407562971115,1.0899351835250854,2.212235927581787,0.6770787835121155,5.524088382720947,0.928878903388977,16.720949172973633,0.6396364569664001,20.23590087890625,0.28430870175361633,675.368896484375,0.46893230080604553,1161.41552734375,0.19637638330459595,-79.88973999023438,-0.9452094435691833,1752.56494140625,0.2018909901380539,-67.17769622802734,-1.0140974521636963,2739.541259765625,0.13641026616096497,-68.42599487304688,-0.9848915338516235,-11.08761978149414,-0.7731489539146423,20.5059871673584,0.3337213397026062,0.10266010463237762,0.252139151096344,-0.019398704171180725,-0.7476860880851746,-12.731912612915039,21.775936126708984,0.12570855021476746,-0.01849467121064663,5.263157844543457,4.2253522872924805,0.1599999964237213,0.043204937130212784,0.04333333298563957,0.012472190894186497
6.0,1.0,6.0,0.0,37.024635314941406,0.03749823197722435,36.326515197753906,36.84945297241211,37.901302337646484,1.5747871398925781,44.84755325317383,3.2860450744628906,-0.3914884030818939,19.804712295532227,1.2376940250396729,0.6579059362411499,0.3938142657279968,1.2179449796676636,2.0219497680664062,1.6281354427337646,16.469823837280273,4.53227424621582,17.36886215209961,2.1125783920288086,0.034821800887584686,0.9651632905006409,1.8171428442001343,0.7659589052200317,8.518439292907715,0.5664907097816467,16.085012435913086,0.6636297702789307,27.254718780517578,0.5799267292022705,629.11376953125,0.32825103402137756,1207.447509765625,0.27090510725975037,-51.11750030517578,-1.2144718170166016,1636.9169921875,0.18699409067630768,-48.514835357666016,-1.0445551872253418,2693.31591796875,0.0770266205072403,-51.6943359375,-0.9603914618492126,-18.93645477294922,-0.6359398365020752,30.670940399169922,0.4453204274177551,0.1019115149974823,0.3168747127056122,-0.023651231080293655,-0.8213022351264954,-5.543341636657715,13.801862716674805,0.13280260562896729,-0.0014115710509940982,4.615384578704834,1.7241380214691162,0.5099999904632568,0.0,0.04999999701976776,0.0
7.0,1.0,7.0,1.0,36.92179489135742,0.035031091421842575,35.77094650268555,36.87871551513672,38.061248779296875,2.290302276611328,27.20461082458496,15.505887031555176,13.24990177154541,0.5601606369018555,1.4099501371383667,0.7044110298156738,0.2056712955236435,1.4186134338378906,2.281956911087036,2.0762856006622314,28.132049560546875,8.291507720947266,17.514869689941406,14.984145164489746,0.028399556875228882,0.834794819355011,1.2830924987792969,0.7163762450218201,9.532625198364258,0.34524258971214294,9.802504539489746,0.7295170426368713,23.86937713623047,0.3006630539894104,676.0011596679688,0.29537642002105713,1216.8585205078125,0.15577192604541779,-39.754608154296875,-1.2821464538574219,1840.2633056640625,0.18207906186580658,-47.34638595581055,-0.9417112469673157,2798.630859375,0.09678047150373459,-48.56062698364258,-0.8942050337791443,-21.741451263427734,-0.4427432715892792,30.854755401611328,0.3231886327266693,0.10005626082420349,0.3319433033466339,-0.025605561211705208,-0.34736403822898865,-6.079281330108643,17.27533531188965,0.18191030621528625,-0.003783099353313446,4.651163101196289,1.2820513248443604,0.7099999785423279,0.0,0.04999999701976776,0.0
8.0,1.0,8.0,1.0,37.49860763549805,0.027155036106705666,36.78523254394531,37.382537841796875,37.86385726928711,1.0786247253417969,105.0973892211914,64.41402435302734,13.245623588562012,13.56640625,1.3015812635421753,0.7285428643226624,0.46704626083374023,1.0850247144699097,2.2195370197296143,1.752490758895874,19.90129280090332,6.85193395614624,11.099655151367188,6.7249274253845215,0.03830051049590111,0.6990491151809692,1.6305731534957886,0.8666536211967468,8.641179084777832,0.37772396206855774,17.05856704711914,0.562101423740387,20.16844940185547,0.3161349296569824,733.0698852539062,0.4314229488372803,1122.90478515625,0.23570556938648224,-93.61797332763672,-0.9251349568367004,1886.823486328125,0.14369098842144012,-92.46294403076172,-0.8632935285568237,2822.80126953125,0.10726197808980942,-93.49623107910156,-0.8465880155563354,-13.530638694763184,-0.7567125558853149,22.488056182861328,0.3782447874546051,0.11016836017370224,0.26332202553749084,-0.017097366973757744,-0.9611803889274597,-0.4296853244304657,11.118792533874512,0.06261588633060455,0.009169583208858967,3.797468423843384,2.777777910232544,0.2149999886751175,0.054999999701976776,0.07999999821186066,0.07788880914449692
9.0,1.0,9.0,1.0,37.299556732177734,0.08210776001214981,37.01828384399414,37.682064056396484,38.78445816040039,1.76617431640625,-88.83297729492188,0.0,11.192106246948242,0.0,1.1532777547836304,0.8625025153160095,0.11859913170337677,1.053900122642517,1.7752060890197754,1.656606912612915,18.75768280029297,7.697282314300537,16.80706214904785,4.604748725891113,0.027248794212937355,0.7196906208992004,1.4322619438171387,0.8536150455474854,9.274702072143555,0.4700189232826233,18.88150405883789,0.5881628394126892,19.35704231262207,0.3587414622306824,618.6073608398438,0.315029501914978,1155.7879638671875,0.1518622785806656,-103.6162338256836,-0.8277245163917542,1859.8232421875,0.11693382263183594,-94.44436645507812,-0.8238411545753479,2836.951904296875,0.05392933636903763,-91.54871368408203,-0.8736457228660583,-19.41941261291504,-0.4548833668231964,25.216230392456055,0.3702443838119507,0.10840144753456116,0.3085430860519409,-0.02915075235068798,-0.43728819489479065,-0.8480203151702881,12.707958221435547,0.1100342869758606,-0.003044488839805126,5.555555820465088,1.4925373792648315,0.41999998688697815,0.0,0.2199999988079071,0.0
10.0,1.0,10.0,0.0,35.30274200439453,0.2052992731332779,35.75147247314453,37.20835494995117,38.83728790283203,3.0858154296875,211.36431884765625,105.7299575805664,-22.09712028503418,31.59117889404297,0.9687339663505554,0.8386027812957764,0.15155023336410522,0.8220105171203613,1.4842193126678467,1.3326690196990967,21.9306640625,11.307174682617188,16.66094970703125,4.795845031738281,0.032330408692359924,0.5365797877311707,1.9894649982452393,0.6872698664665222,5.813790321350098,1.1790269613265991,16.077272415161133,1.0433982610702515,28.5540828704834,0.5753164291381836,676.2628784179688,0.38206079602241516,1246.85595703125,0.2648690342903137,-63.69439697265625,-0.9996294975280762,1775.8623046875,0.17691059410572052,-64.45220947265625,-0.8556368947029114,2874.2060546875,0.10403122007846832,-68.52629852294922,-0.7866523861885071,-17.365520477294922,-0.7274985909461975,28.933095932006836,0.5192469358444214,0.10142188519239426,0.34662356972694397,-0.02272769995033741,-0.8123952150344849,-8.523399353027344,17.19042205810547,0.1335630863904953,-0.0019771887455135584,5.479452133178711,4.411764621734619,0.17999999225139618,0.13490737974643707,0.03999999910593033,0.0
